Pincode,Logistics Provider,TAT
101396,Provider B,2
101397,Provider B,4
101398,Provider A,2
101399,General Partners,4
101400,General Partners,2
101401,Provider A,4
101402,Provider B,2
101403,Provider B,4
101404,General Partners,4
101405,Provider A,5
101406,Provider A,3
101407,Provider A,3
101408,General Partners,5
101409,Provider A,4
101410,Provider B,2
101411,General Partners,4
101412,General Partners,5
101413,Provider A,3
101414,Provider B,5
101415,Provider B,5
101416,Provider A,3
101417,General Partners,2
101418,Provider A,3
101419,Provider A,5
101420,General Partners,5
101421,General Partners,5
101422,Provider A,5
101423,Provider B,5
101424,Provider A,2
101425,Provider B,5
101426,General Partners,5
101427,Provider A,2
101428,Provider B,4
101429,Provider B,2
101430,General Partners,3
101431,General Partners,5
101432,Provider B,3
101433,Provider A,4
101434,Provider B,5
101435,Provider A,5
101436,Provider A,2
101437,General Partners,2
101438,General Partners,3
101439,General Partners,2
101440,General Partners,2
101441,Provider A,5
101442,General Partners,2
101443,Provider B,5
101444,Provider B,3
101445,Provider A,5
101446,Provider A,5
101447,General Partners,5
101448,General Partners,2
101449,Provider B,5
101450,General Partners,4
101451,Provider B,5
101452,Provider A,4
101453,Provider B,2
101454,General Partners,4
101455,Provider A,4
101456,Provider A,4
101457,General Partners,2
101458,Provider A,3
101459,Provider A,3
101460,Provider A,5
101461,Provider A,4
101462,Provider B,4
101463,Provider A,5
101464,General Partners,5
101465,Provider B,4
101466,General Partners,3
101467,General Partners,2
101468,General Partners,4
101469,General Partners,3
101470,Provider B,2
101471,Provider B,5
101472,Provider A,4
101473,Provider A,2
101474,Provider A,5
101475,General Partners,2
101476,Provider A,4
101477,Provider A,4
101478,General Partners,4
101479,Provider A,5
101480,Provider B,3
101481,Provider A,3
101482,Provider B,2
101483,Provider B,3
101484,Provider B,2
101485,Provider B,2
101486,General Partners,3
101487,General Partners,3
101488,General Partners,3
101489,General Partners,5
101490,General Partners,4
101491,Provider B,2
101492,Provider A,4
101493,General Partners,2
101494,Provider A,2
101495,Provider A,3
101496,General Partners,3
101497,General Partners,4
101498,Provider B,5
101499,Provider B,5
101500,General Partners,5
101501,General Partners,5
101502,Provider A,3
101503,General Partners,3
101504,General Partners,4
101505,Provider B,4
101506,Provider A,5
101507,General Partners,2
101508,Provider A,4
101509,Provider A,5
101510,General Partners,2
101511,General Partners,5
101512,Provider B,5
101513,Provider A,2
101514,Provider B,4
101515,Provider A,3
101516,Provider B,2
101517,Provider B,2
101518,Provider A,5
101519,Provider A,3
101520,General Partners,2
101521,Provider B,3
101522,Provider B,4
101523,General Partners,4
101524,General Partners,5
101525,Provider A,3
101526,General Partners,3
101527,Provider A,4
101528,Provider A,2
101529,Provider B,3
101530,Provider A,5
101531,Provider B,5
101532,Provider B,5
101533,Provider B,3
101534,General Partners,2
101535,Provider A,5
101536,Provider A,4
101537,Provider A,3
101538,General Partners,4
101539,Provider B,3
101540,Provider A,5
101541,Provider A,2
101542,General Partners,4
101543,Provider B,2
101544,Provider A,3
101545,Provider B,4
101546,Provider B,3
101547,Provider B,2
101548,Provider B,2
101549,Provider B,4
101550,Provider A,2
101551,Provider B,2
101552,Provider B,4
101553,Provider A,2
101554,General Partners,2
101555,General Partners,3
101556,Provider A,5
101557,Provider A,5
101558,Provider B,4
101559,Provider A,4
101560,Provider A,3
101561,Provider A,4
101562,General Partners,2
101563,Provider B,4
101564,Provider B,2
101565,General Partners,2
101566,General Partners,4
101567,General Partners,2
101568,General Partners,4
101569,Provider A,3
101570,Provider A,5
101571,Provider A,5
101572,Provider A,4
101573,Provider B,3
101574,General Partners,3
101575,Provider B,4
101576,General Partners,5
101577,Provider A,2
101578,General Partners,4
101579,General Partners,3
101580,General Partners,3
101581,Provider B,5
101582,Provider B,4
101583,General Partners,4
101584,Provider A,2
101585,Provider B,5
101586,Provider B,3
101587,Provider A,4
101588,Provider B,5
101589,General Partners,3
101590,General Partners,3
101591,Provider A,3
101592,Provider B,5
101593,Provider B,3
101594,Provider A,2
101595,General Partners,3
101596,Provider B,2
101597,Provider A,2
101598,Provider A,4
101599,Provider B,2
101600,Provider B,2
101601,Provider B,4
101602,Provider B,3
101603,General Partners,2
101604,Provider B,2
101605,General Partners,2
101606,Provider B,5
101607,Provider B,3
101608,Provider A,2
101609,Provider B,5
101610,Provider A,2
101611,General Partners,4
101612,Provider A,3
101613,Provider B,2
101614,General Partners,5
101615,Provider A,2
101616,General Partners,5
101617,General Partners,4
101618,Provider A,3
101619,General Partners,2
101620,Provider B,5
101621,General Partners,2
101622,General Partners,5
101623,Provider A,5
101624,General Partners,5
101625,Provider B,2
101626,Provider A,3
101627,Provider B,2
101628,General Partners,5
101629,General Partners,2
101630,Provider A,2
101631,Provider B,3
101632,Provider B,2
101633,Provider A,4
101634,Provider B,2
101635,General Partners,4
101636,General Partners,4
101637,General Partners,5
101638,Provider B,4
101639,General Partners,4
101640,Provider A,3
101641,Provider A,5
101642,Provider A,4
101643,Provider A,4
101644,Provider A,3
101645,General Partners,4
101646,General Partners,3
101647,Provider B,5
101648,General Partners,4
101649,General Partners,5
101650,Provider B,5
101651,Provider A,2
101652,General Partners,2
101653,Provider A,5
101654,General Partners,4
101655,Provider B,3
101656,General Partners,4
101657,Provider A,3
101658,Provider B,4
101659,Provider A,3
101660,General Partners,3
101661,General Partners,3
101662,General Partners,4
101663,General Partners,5
101664,General Partners,4
101665,General Partners,4
101666,Provider B,4
101667,General Partners,4
101668,Provider A,2
101669,Provider A,5
101670,Provider A,4
101671,Provider A,2
101672,Provider A,3
101673,General Partners,4
101674,Provider A,5
101675,General Partners,5
101676,Provider A,5
101677,Provider A,3
101678,Provider B,4
101679,Provider A,5
101680,Provider B,3
101681,Provider B,4
101682,Provider A,2
101683,Provider B,2
101684,Provider B,4
101685,Provider B,2
101686,General Partners,3
101687,Provider A,5
101688,Provider B,3
101689,Provider B,3
101690,Provider B,4
101691,Provider B,3
101692,Provider A,5
101693,General Partners,5
101694,General Partners,5
101695,Provider B,5
101696,General Partners,3
101697,General Partners,4
101698,Provider B,2
101699,Provider A,4
101700,Provider A,4
101701,General Partners,2
101702,General Partners,4
101703,Provider A,2
101704,Provider B,2
101705,General Partners,2
101706,Provider B,2
101707,Provider A,2
101708,General Partners,4
101709,General Partners,4
101710,Provider A,3
101711,Provider B,4
101712,Provider A,2
101713,Provider B,2
101714,General Partners,3
101715,General Partners,2
101716,Provider A,4
101717,General Partners,4
101718,Provider B,2
101719,Provider A,3
101720,Provider A,2
101721,General Partners,2
101722,General Partners,2
101723,Provider B,4
101724,Provider A,3
101725,Provider A,4
101726,General Partners,3
101727,Provider B,5
101728,Provider B,3
101729,Provider B,4
101730,Provider B,5
101731,General Partners,3
101732,Provider B,3
101733,Provider A,4
101734,General Partners,3
101735,Provider A,4
101736,General Partners,4
101737,Provider A,4
101738,General Partners,2
101739,Provider A,4
101740,Provider A,3
101741,General Partners,4
101742,General Partners,3
101743,General Partners,3
101744,Provider B,3
101745,Provider A,4
101746,Provider B,3
101747,Provider B,2
101748,General Partners,2
101749,Provider B,2
101750,Provider A,3
101751,General Partners,4
101752,Provider A,4
101753,General Partners,4
101754,General Partners,3
101755,Provider A,4
101756,General Partners,2
101757,Provider B,2
101758,Provider A,5
101759,Provider B,5
101760,General Partners,3
101761,Provider A,4
101762,General Partners,5
101763,Provider B,3
101764,General Partners,5
101765,Provider A,2
101766,General Partners,2
101767,Provider A,2
101768,General Partners,3
101769,General Partners,4
101770,Provider B,4
101771,Provider B,2
101772,Provider B,5
101773,General Partners,4
101774,Provider B,4
101775,General Partners,2
101776,Provider A,4
101777,General Partners,4
101778,Provider A,5
101779,Provider A,3
101780,Provider A,4
101781,General Partners,4
101782,Provider B,3
101783,General Partners,5
101784,General Partners,3
101785,General Partners,2
101786,Provider B,2
101787,Provider A,2
101788,Provider B,5
101789,Provider A,4
101790,Provider A,5
101791,General Partners,3
101792,Provider A,3
101793,General Partners,3
101794,General Partners,3
101795,General Partners,2
101796,Provider B,4
101797,General Partners,5
101798,Provider A,2
101799,General Partners,2
101800,Provider B,3
101801,Provider A,3
101802,Provider B,3
101803,Provider A,3
101804,Provider A,5
101805,General Partners,2
101806,Provider A,5
101807,Provider B,5
101808,Provider A,3
101809,General Partners,2
101810,Provider B,3
101811,Provider B,2
101812,Provider B,5
101813,Provider B,2
101814,General Partners,4
101815,Provider B,5
101816,Provider A,5
101817,Provider A,2
101818,General Partners,3
101819,General Partners,5
101820,Provider A,2
101821,General Partners,4
101822,General Partners,3
101823,Provider B,2
101824,General Partners,2
101825,General Partners,2
101826,Provider B,2
101827,Provider A,3
101828,Provider B,4
101829,Provider A,5
101830,Provider B,3
101831,Provider A,4
101832,Provider A,3
101833,Provider A,3
101834,Provider A,3
101835,Provider A,4
101836,Provider B,5
101837,Provider A,4
101838,Provider A,5
101839,Provider B,3
101840,Provider B,2
101841,Provider A,4
101842,Provider B,5
101843,Provider A,4
101844,General Partners,4
101845,General Partners,4
101846,Provider B,2
101847,Provider A,4
101848,Provider B,5
101849,General Partners,3
101850,Provider B,4
101851,General Partners,5
101852,General Partners,3
101853,Provider B,3
101854,Provider A,5
101855,Provider B,4
101856,Provider A,2
101857,General Partners,2
101858,Provider B,5
101859,Provider B,3
101860,General Partners,4
101861,Provider A,2
101862,Provider A,4
101863,General Partners,3
101864,General Partners,3
101865,Provider B,2
101866,Provider B,3
101867,Provider A,4
101868,General Partners,3
101869,Provider A,4
101870,Provider B,4
101871,Provider A,2
101872,Provider A,5
101873,Provider B,3
101874,Provider B,5
101875,General Partners,5
101876,Provider A,2
101877,Provider B,4
101878,Provider A,3
101879,Provider B,2
101880,Provider B,4
101881,Provider A,4
101882,Provider A,2
101883,Provider B,3
101884,Provider B,4
101885,Provider A,3
101886,Provider A,5
101887,Provider B,5
101888,Provider B,2
101889,General Partners,2
101890,Provider A,5
101891,Provider B,3
101892,Provider A,3
101893,Provider B,2
101894,Provider A,2
101895,General Partners,3
101896,Provider A,3
101897,Provider B,5
101898,General Partners,2
101899,General Partners,4
101900,General Partners,4
101901,Provider B,3
101902,General Partners,3
101903,General Partners,4
101904,General Partners,5
101905,Provider A,4
101906,Provider B,2
101907,Provider A,2
101908,Provider A,5
101909,Provider A,4
101910,General Partners,5
101911,Provider A,4
101912,Provider B,5
101913,General Partners,3
101914,Provider A,4
101915,Provider B,4
101916,General Partners,5
101917,Provider A,4
101918,General Partners,4
101919,General Partners,2
101920,General Partners,3
101921,General Partners,5
101922,Provider A,3
101923,Provider A,4
101924,Provider A,2
101925,Provider B,4
101926,Provider B,3
101927,Provider A,4
101928,Provider A,5
101929,Provider A,5
101930,Provider B,3
101931,Provider A,5
101932,Provider B,3
101933,General Partners,3
101934,Provider B,4
101935,Provider B,5
101936,Provider A,5
101937,Provider B,3
101938,Provider A,4
101939,Provider A,3
101940,General Partners,4
101941,Provider A,5
101942,General Partners,5
101943,General Partners,4
101944,Provider A,5
101945,Provider A,2
101946,Provider B,2
101947,Provider A,4
101948,Provider B,3
101949,Provider A,3
101950,Provider A,3
101951,General Partners,2
101952,Provider A,4
101953,Provider A,2
101954,Provider B,4
101955,Provider B,4
101956,General Partners,3
101957,Provider A,2
101958,Provider B,5
101959,General Partners,5
101960,Provider A,2
101961,General Partners,3
101962,General Partners,2
101963,Provider B,2
101964,Provider B,3
101965,Provider A,4
101966,General Partners,4
101967,Provider B,2
101968,Provider A,4
101969,Provider B,5
101970,Provider A,2
101971,Provider B,2
101972,Provider B,4
101973,Provider B,3
101974,General Partners,3
101975,Provider B,5
101976,Provider A,3
101977,Provider A,2
101978,General Partners,2
101979,Provider A,5
101980,General Partners,3
101981,Provider A,4
101982,Provider B,3
101983,Provider A,4
101984,Provider A,3
101985,Provider B,5
101986,Provider A,3
101987,General Partners,2
101988,General Partners,3
101989,Provider A,5
101990,Provider A,5
101991,Provider B,4
101992,Provider A,4
101993,Provider A,2
101994,Provider A,5
101995,Provider B,3
101996,General Partners,2
101997,General Partners,2
101998,Provider B,5
101999,Provider A,5
102000,General Partners,3
102001,Provider A,2
102002,General Partners,3
102003,General Partners,5
102004,General Partners,3
102005,General Partners,5
102006,General Partners,2
102007,Provider A,4
102008,General Partners,3
102009,General Partners,4
102010,Provider A,3
102011,Provider A,2
102012,General Partners,3
102013,Provider A,4
102014,General Partners,4
102015,General Partners,5
102016,Provider B,5
102017,General Partners,5
102018,Provider B,3
102019,General Partners,3
102020,General Partners,4
102021,Provider A,3
102022,Provider B,5
102023,General Partners,2
102024,Provider B,2
102025,General Partners,4
102026,Provider B,2
102027,Provider B,3
102028,Provider A,2
102029,Provider B,5
102030,Provider A,4
102031,Provider A,3
102032,Provider A,4
102033,Provider A,5
102034,General Partners,4
